Dan 0: del1,Dan 0: del2,Dan 0: del3,Dan 0: del4,Dan 0: del5,Dan 0: del6,Dan 0: del7,Dan 0: del8,Dan 0: del9,Dan 0: del10,Dan 0: del11,Dan 0: del12,Dan 1: del1,Dan 1: del2,Dan 1: del3,Dan 1: del4,Dan 1: del5,Dan 1: del6,Dan 1: del7,Dan 1: del8,Dan 1: del9,Dan 1: del10,Dan 1: del11,Dan 1: del12,Dan 2: del1,Dan 2: del2,Dan 2: del3,Dan 2: del4,Dan 2: del5,Dan 2: del6,Dan 2: del7,Dan 2: del8,Dan 2: del9,Dan 2: del10,Dan 2: del11,Dan 2: del12,Dan 3: del1,Dan 3: del2,Dan 3: del3,Dan 3: del4,Dan 3: del5,Dan 3: del6,Dan 3: del7,Dan 3: del8,Dan 3: del9,Dan 3: del10,Dan 3: del11,Dan 3: del12
4-Martin Voje ,9-Klara Prevodnik,6-Matej Šifrer,8-Patricija Jakopič,2-Žana Pejič,7-Eva Franko,8-Martin Jocif,5-Jaka Jakopič,7-Klara Zavrl,5-Mark Pejič,8-Ema Jugovic,3-Nace Pucelj,9-Klara Prevodnik,4-Martin Voje ,3-Lovro Košenina ,3-Nace Pucelj,4-Nika Krmelj ,4-Tjaš Cegnar,8-Patricija Jakopič,8-Mark Arsovski,8-Martin Jocif,5-Nejc Potočnik,6-Nace Ravnikar,7-Klara Zavrl,7-Klara Zavrl,3-Lucija Šifrer ,9-Klara Prevodnik,4-Martin Voje ,7-Eva Franko,8-Martin Jocif,4-Tjaš Cegnar,6-Matej Šifrer,2-Aljaž Sever,8-Patricija Jakopič,5-Jaka Jakopič,3-Lovro Košenina ,5-Mark Pejič,4-Nika Krmelj ,3-Lucija Šifrer ,5-Jaka Jakopič,7-Klara Zavrl,8-David Bogataj,4-Martin Voje ,6-Nace Ravnikar,5-Gašper Bogataj ,7-Nika Potočnik,9-Klara Prevodnik,8-Patricija Jakopič
2-Erazem Bogataj,5-Gašper Bogataj ,5-Martin Kolenko,1-Sara Potočnik,5-Ajda Jugovic,3-Špela Bergant ,2-Martin Nastran,3-Lucija Šifrer ,8-Mark Arsovski,7-Leja Mravlja ,3-Lovro Košenina ,9-Ema Kolenko,3-Nika Bergant,6-Matej Šifrer,3-Špela Bergant ,7-Nika Potočnik,6-Hana Triller,8-Ema Jugovic,5-Jaka Jakopič,1-Sara Potočnik,7-Eva Franko,8-David Bogataj,6-Vito Hostnik,4-Katja Eržen,7-Nika Potočnik,2-Ajda Tepina,4-Jera Košenina,2-Erazem Bogataj,1-Sara Potočnik,8-Mark Arsovski,5-Gašper Bogataj ,5-Mark Pejič,1-Nuša Bergant,3-Nace Pucelj,6-Elizabeta Končan,6-Maša Bertoncelj,7-Leja Mravlja ,3-Nika Bergant,2-Erazem Bogataj,8-Mark Arsovski,8-Ema Jugovic,2-Aljaž Sever,6-Matej Šifrer,5-Nejc Potočnik,5-Ajda Jugovic,7-Anže Mravlja,3-Nace Pucelj,8-Martin Jocif
5-Nejc Potočnik,4-Jaka Logonder,1-Nuša Bergant,7-Anže Mravlja,6-Maša Bertoncelj,2-Ajda Tepina,2-Aljaž Sever,7-Nika Potočnik,6-Nace Ravnikar,4-Dora Hostnik,3-Jerneja Grom,4-Jera Košenina,7-Zarja Tepina,2-Erazem Bogataj,8-Tajda Arsovski,5-Mark Pejič,3-Nika Šardi,9-Ema Kolenko,3-Lucija Šifrer ,7-Anže Mravlja,6-Maša Bertoncelj,5-Ajda Jugovic,4-Jera Košenina,7-Manca Potočnik,7-Anže Mravlja,1-Nace Šink,9-Zala Šink Madjar,5-Nejc Potočnik,4-Dora Hostnik,6-Nace Ravnikar,5-Luka Eržen,2-Žana Pejič,3-Špela Bergant ,5-Martin Kolenko,5-Teja Jezeršek,6-Hana Triller,6-Maša Bertoncelj,2-Martin Nastran,7-Eva Franko,4-Katja Eržen,6-Vito Hostnik,6-Žiga Bizjak,1-Nuša Bergant,3-Špela Bergant ,3-Lovro Košenina ,1-Nace Šink,4-Tjaš Cegnar,6-Elizabeta Končan
4-Nika Krmelj ,6-Nika Globočnik,5-Monika Grom,4-Tjaš Cegnar,8-Eva Amanda Habjan,8-Tajda Arsovski,7-Zarja Tepina,8-David Bogataj,3-Nika Bergant,4-Katja Eržen,5-Luka Eržen,9-Zala Šink Madjar,7-Lina Šabec,9-Zala Šink Madjar,6-Žiga Bizjak,2-Žana Pejič,3-Alja Sajovic,5-Martin Kolenko,3-Jerneja Grom,7-Leja Mravlja ,4-Jaka Logonder,9-Anamarija Oprin,5-Pia Porenta,5-Vesna Potočnik ,8-David Bogataj,6-Žiga Bizjak,4-Jaka Logonder,7-Leja Mravlja ,2-Martin Nastran,7-Zarja Tepina,6-Martin Oprin,3-Nika Bergant,8-Tajda Arsovski,8-Nace Bogataj,1-Rebeka Rupar,5-Pia Porenta,6-Hana Triller,4-Ema Šabec,1-Sara Potočnik,9-Miha Kožuh,9-Zala Šink Madjar,1-Žan Dražetić,7-Lina Šabec,7-Zarja Tepina,4-Jera Košenina,4-Jošt Selak,9-Ema Kolenko,8-Tajda Arsovski
6-Vito Hostnik,8-Maša Globočnik,9-Miha Kožuh,6-Elizabeta Končan,6-Žiga Bizjak,3-Žana Hafner,1-Nace Šink,7-Lina Šabec,6-Hana Triller,2-Filip Selak,6-Neža Bogataj,5-Sara Štefelin,6-Nika Globočnik,6-Elizabeta Končan,5-Sara Štefelin,4-Dora Hostnik,3-Peter Štefančič,2-Martin Nastran,4-Ema Zakotnik,5-Gašper Bogataj ,5-Luka Eržen,6-Martin Oprin,1-Nace Šink,4-Pika Alič,5-Ajda Jugovic,3-Peter Štefančič,3-Nika Šardi,4-Nika Krmelj ,4-Katja Eržen,4-Ema Šabec,8-Matej Žontar,8-Maša Globočnik,3-Žana Hafner,8-Vida Bukovnik,3-Martina Rupar,1-Žan Dražetić,2-Ajda Tepina,5-Pia Porenta,2-Žana Pejič,8-Eva Amanda Habjan,4-Jaka Logonder,4-Ema Zakotnik,3-Nika Šardi,5-Monika Grom,3-Jerneja Grom,7-Lan Korenčič,5-Martin Kolenko,3-Alja Sajovic
4-Ema Šabec,4-Jošt Selak,3-Peter Štefančič,3-Nika Šardi,1-Žan Dražetić,6-Nana Alič,5-Teja Jezeršek,7-Vid Oblak,2-Enej Štefelin,2-Žana Žonta ,7-Manca Potočnik,5-Eva Vončina,1-Žan Dražetić,8-Eva Amanda Habjan,5-Manca Tavčar,2-Aljaž Sever,8-Matej Žontar,5-Teja Jezeršek,4-Jerca Tavčar,1-Nuša Bergant,2-Ana Eržen,5-Blaž Bukovnik,5-Monika Grom,7-Eva Markun,8-Ema Jugovic,2-Filip Selak,2-Blaž Šorn,6-Vito Hostnik,7-Vid Oblak,7-Lina Šabec,8-Luka Žontar,8-Eva Amanda Habjan,6-Nika Globočnik,/,4-Sara Rupar,2-Enej Štefelin,5-Teja Jezeršek,3-Žana Hafner,6-Nika Globočnik,3-Peter Štefančič,8-Maša Globočnik,8-Vida Bukovnik,2-Ana Eržen,2-Filip Selak,9-Anamarija Oprin,2-Blaž Šorn,4-Dora Hostnik,5-Jure Gartner
5-Pia Porenta,9-Anamarija Oprin,1-Rebeka Rupar,3-Alja Sajovic,2-Ana Eržen,/,8-Vida Bukovnik,4-Ema Zakotnik,2-Leja Vončina ,4-Pika Alič,2-Blaž Šorn,/,2-Enej Štefelin,3-Lučka Puhar,3-Anja Hadalin ,7-Vid Oblak,8-Luka Žontar,8-Nace Bogataj,6-Nana Alič,2-Ajda Tepina,2-Žana Žonta ,5-Jure Gartner,4-Jošt Selak,9-Katja Bukovšek,9-Ema Kolenko,6-Neža Bogataj,4-Neja Potočnik,5-Monika Grom,9-Miha Kožuh,9-Taja Korenčič,9-Katja Bukovšek,4-Jošt Selak,3-Nace Bukovnik,/,5-Blaž Bukovnik,3-Manca Gartner,5-Sara Štefelin,5-Luka Eržen,3-Lučka Puhar,4-Živa Izda,2-Enej Štefelin,5-Blaž Bukovnik,6-Neža Bogataj,2-Jan Potočnik,8-Nace Bogataj,4-Neja Potočnik,7-Vid Oblak,/
5-Vesna Potočnik ,5-Manca Tavčar,3-Martina Rupar,3-Lučka Puhar,8-Nace Bogataj,/,5-Blaž Bukovnik,7-Eva Markun,4-Vid Markun,2-Jan Potočnik,3-Manca Gartner,/,3-Martina Rupar,2-Leja Vončina ,3-Karmen Logonder,3-Žana Hafner,4-Živa Izda,5-Eva Vončina,4-Neja Potočnik,4-Ema Šabec,6-Neža Bogataj,/,2-Filip Selak,/,3-Jerneja Grom,4-Jerca Tavčar,4-Iza Šink,2-Ana Eržen,3-Lučka Puhar,4-Živa Izda,/,5-Vesna Potočnik ,2-Jan Potočnik,/,/,/,1-Rebeka Rupar,6-Martin Oprin,4-Sara Rupar,3-Neža Klemenčič,2-Žana Žonta ,3-Nace Bukovnik,5-Eva Vončina,2-Urban Porenta,4-Pika Alič,4-Iza Šink,/,/
4-Sara Rupar,7-Lan Korenčič,3-Nace Bukovnik,6-Martin Oprin,3-Neža Klemenčič,/,/,9-Katja Bukovšek,/,2-Urban Porenta,/,/,7-Lan Korenčič,1-Rebeka Rupar,/,8-Maša Globočnik,4-Vid Markun,/,4-Iza Šink,9-Miha Kožuh,9-Taja Korenčič,/,/,/,3-Alja Sajovic,6-Nana Alič,/,2-Žana Žonta ,5-Sara Štefelin,/,/,2-Leja Vončina ,2-Urban Porenta,/,/,/,4-Jerca Tavčar,7-Manca Potočnik,8-Matej Žontar,4-Eva Klemenčič,2-Leja Vončina ,/,5-Manca Tavčar,/,/,/,/,/
8-Matej Žontar,5-Jure Gartner,4-Jerca Tavčar,9-Taja Korenčič,4-Eva Klemenčič,/,/,/,/,/,/,/,2-Blaž Šorn,4-Sara Rupar,/,8-Vida Bukovnik,/,/,/,3-Nace Bukovnik,/,/,/,/,4-Ema Zakotnik,3-Neža Klemenčič,/,7-Blaž Izda,9-Anamarija Oprin,/,/,7-Lan Korenčič,/,/,/,/,9-Taja Korenčič,5-Vesna Potočnik ,8-Luka Žontar,3-Zala Bertoncelj,7-Blaž Izda,/,7-Eva Markun,/,/,/,/,/
